Invoice Date,Amount,Product ID,Account Name
2017-01-03,56.75,0102,Johnson Controls
2017-01-03,38.04,0102,Boston Scientific
2017-01-03,74.9,0103,Boston Scientific
2017-01-03,76.84,0102,Boston Scientific
2017-01-03,5.97,0101,Linde plc
2017-01-03,178.3,0102,Linde plc
2017-01-03,146.47,0016,Dow Inc.
2017-01-03,123.26,0013,Dow Inc.
2017-01-03,12.91,0102,Charter Communications
2017-01-03,12.93,0102,Kraft Heinz
2017-01-03,2070.31,0103,Ralph Lauren Corporation
2017-01-03,167.29,0103,Conoco Phillips
2017-01-03,719.19,0103,Blackstone
2017-01-03,37.5,0103,IBM
2017-01-03,111.0,0103,IBM
2017-01-03,36.0,0103,IBM
2017-01-03,145.5,0103,IBM
2017-01-03,185.0,0103,IBM
2017-01-03,150.0,0103,IBM
2017-01-03,412.5,0103,IBM
2017-01-04,220.26,0102,Agilent Technologies
2017-01-04,95.14,0102,Agilent Technologies
2017-01-04,768.72,0102,Fidelity National Information Services
2017-01-04,2.87,0102,Fidelity National Information Services
2017-01-04,63.39,0102,Agilent Technologies
2017-01-04,148.03,0102,Masco
2017-01-04,24.42,0102,Masco
2017-01-04,114.0,0102,Boston Scientific
2017-01-04,73.02,0102,Boston Scientific
2017-01-04,0.94,0102,Boston Scientific
2017-01-04,1.89,0102,Boston Scientific
2017-01-04,142.32,0101,Campbell Soup Company
2017-01-04,158.0,0102,Linde plc
2017-01-04,520.0,0103,IBM
2017-01-04,587.72,0101,Campbell Soup Company
2017-01-04,760.84,0103,Blackstone
2017-01-04,49.66,0102,Ralph Lauren Corporation
2017-01-04,1341.47,0103,Ralph Lauren Corporation
2017-01-04,29.22,0014,Pinnacle West
2017-01-04,42.0,0206,Pinnacle West
2017-01-04,110.0,0103,IBM
2017-01-04,340.01,0103,IBM
2017-01-04,531.6,0103,Qualcomm
2017-01-04,106.2,0203,Qualcomm
2017-01-04,136.4,0103,Qualcomm
2017-01-04,27.28,0203,Qualcomm
2017-01-04,151.4,0014,Yum! Brands
2017-01-04,344.04,0014,Yum! Brands
2017-01-05,2.2,0101,Boston Scientific
2017-01-05,5.56,0101,Boston Scientific
2017-01-05,141.96,0101,Boston Scientific
2017-01-05,7.79,0101,American Water Works
2017-01-05,367.9,0016,Dow Inc.
2017-01-05,71.05,0016,Micron Technology
2017-01-05,65.5,0101,Linde plc
2017-01-05,18.92,0101,Royal Caribbean Group
2017-01-05,807.0,0013,Willis Towers Watson
2017-01-05,561.0,0103,IBM
2017-01-05,150.0,0103,IBM
2017-01-05,118.4,0013,W. W. Grainger
2017-01-06,23.52,0102,Agilent Technologies
2017-01-06,14.06,0102,Fidelity National Information Services
2017-01-06,31.57,0102,Fidelity National Information Services
2017-01-06,45.54,0102,Boston Scientific
2017-01-06,409.71,0102,Boston Scientific
2017-01-06,87.02,0102,Fidelity National Information Services
2017-01-06,17.57,0102,Fidelity National Information Services
2017-01-06,215.88,0102,Fidelity National Information Services
2017-01-06,37.3,0102,Boston Scientific
2017-01-06,42.02,0102,Linde plc
2017-01-06,158.06,0102,Linde plc
2017-01-06,347.4,0102,Charter Communications
2017-01-06,26.07,0103,Hasbro
2017-01-06,562.38,0013,Healthpeak
2017-01-06,447.5,0103,IBM
2017-01-06,242.0,0103,IBM
2017-01-06,2380.0,0014,Broadridge Financial Solutions
2017-01-06,476.0,0302,Broadridge Financial Solutions
2017-01-09,40.22,0103,Valero Energy
2017-01-09,367.0,0103,IBM
2017-01-09,225.0,0103,IBM
2017-01-09,265.0,0103,IBM
2017-01-09,50.0,0103,IBM
2017-01-09,151.0,0011,IBM
2017-01-09,104.0,0103,IBM
2017-01-09,1375.2,0103,Ralph Lauren Corporation
2017-01-09,90.0,0011,IBM
2017-01-09,148.5,0011,IBM
2017-01-10,11.37,0102,Boston Scientific
2017-01-10,126.16,0102,Boston Scientific
2017-01-10,16.47,0102,Boston Scientific
2017-01-10,1.88,0102,Boston Scientific
2017-01-10,25.3,0102,Boston Scientific
2017-01-10,6.13,0102,Fidelity National Information Services
2017-01-10,253.36,0102,Agilent Technologies
2017-01-10,372.0,0103,IBM
2017-01-10,577.46,0102,Linde plc
2017-01-10,310.0,0102,Linde plc
2017-01-10,469.5,0103,IBM
2017-01-11,16.5,0103,IBM
2017-01-11,30.0,0103,IBM
2017-01-11,2177.1,0014,Vici Properties
2017-01-12,9.54,0103,Hasbro
2017-01-12,34.38,0103,Hasbro
2017-01-12,133.56,0103,Boston Scientific
2017-01-12,41.4,0011,IBM
2017-01-12,239.6,0011,IBM
2017-01-12,5.36,0101,Boston Scientific
2017-01-12,5.52,0101,Boston Scientific
2017-01-12,36.4,0101,Agilent Technologies
2017-01-12,195.12,0101,Robert Half
2017-01-12,100.56,0103,CH Robinson
2017-01-12,20.04,0203,CH Robinson
2017-01-12,35.64,0103,CH Robinson
2017-01-12,7.11,0203,CH Robinson
2017-01-12,9.9,0101,American Water Works
2017-01-12,668.13,0016,Dow Inc.
2017-01-12,272.5,0101,Linde plc
2017-01-12,66.84,0101,Linde plc
2017-01-12,280.41,0016,Newmont
2017-01-12,30.19,0016,LyondellBasell
2017-01-12,73.32,0101,Campbell Soup Company
2017-01-12,898.96,0103,Ralph Lauren Corporation
2017-01-12,446.94,0102,Ralph Lauren Corporation
2017-01-12,536.38,0103,IBM
2017-01-12,1694.91,0103,IBM
2017-01-12,1106.87,0103,IBM
2017-01-13,159.75,0102,Boston Scientific
2017-01-13,3.14,0102,Boston Scientific
2017-01-13,27.46,0102,Boston Scientific
2017-01-13,83.84,0102,Fidelity National Information Services
2017-01-13,10.24,0102,Fidelity National Information Services
2017-01-13,246.4,0102,Fidelity National Information Services
2017-01-13,8.6,0102,Fidelity National Information Services
2017-01-13,1243.28,0103,IBM
2017-01-13,468.15,0102,Linde plc
2017-01-13,149.39,0014,Healthpeak
2017-01-13,40.17,0013,Healthpeak
2017-01-13,300.0,0103,IBM
2017-01-13,810.78,0103,IBM
2017-01-13,859.37,0103,IBM
2017-01-16,46.0,0103,IBM
2017-01-16,103.17,0013,Dow Inc.
2017-01-16,833.0,0103,IBM
2017-01-16,202.98,0013,Healthpeak
2017-01-16,320.32,0103,Qualcomm
2017-01-16,63.7,0203,Qualcomm
2017-01-16,708.8,0103,Qualcomm
2017-01-16,141.6,0203,Qualcomm
2017-01-17,6.32,0102,Boston Scientific
2017-01-17,193.35,0102,Boston Scientific
2017-01-17,108.74,0102,Agilent Technologies
2017-01-17,36.76,0102,Fidelity National Information Services
2017-01-17,25.32,0102,Fidelity National Information Services
2017-01-17,20.21,0102,Fidelity National Information Services
2017-01-17,1.42,0102,Fidelity National Information Services
2017-01-17,32.0,0102,Fidelity National Information Services
2017-01-17,20.43,0102,Fidelity National Information Services
2017-01-17,48.75,0102,Fidelity National Information Services
2017-01-17,51.86,0102,Fidelity National Information Services
2017-01-17,50.87,0102,Fidelity National Information Services
2017-01-17,116.6,0102,Masco
2017-01-17,269.27,0102,Linde plc
2017-01-17,119.0,0102,Linde plc
2017-01-17,1386.0,0103,IBM
2017-01-17,1161.0,0103,Goldman Sachs
2017-01-18,82.35,0102,Boston Scientific
2017-01-18,239.5,0102,Fidelity National Information Services
2017-01-18,59.58,0102,Fidelity National Information Services
2017-01-18,344.0,0102,Linde plc
2017-01-18,1488.69,0103,Ralph Lauren Corporation
2017-01-18,748.8,0103,IBM
2017-01-18,663.79,0103,Ralph Lauren Corporation
2017-01-19,70.38,0102,Fidelity National Information Services
2017-01-19,66.9,0016,LyondellBasell
2017-01-19,66.9,0016,LyondellBasell
2017-01-19,59.76,0016,LyondellBasell
2017-01-19,59.76,0016,LyondellBasell
2017-01-19,322.92,0016,Visa Inc.
2017-01-19,539.37,0016,Dow Inc.
2017-01-19,775.0,0103,IBM
2017-01-19,10.5,0103,IBM
2017-01-19,137.69,0014,Yum! Brands
2017-01-19,668.14,0103,Blackstone
2017-01-19,1328.31,0103,Ralph Lauren Corporation
2017-01-20,67.9,0101,Boston Scientific
2017-01-20,9.24,0101,Boston Scientific
2017-01-20,80.96,0101,Boston Scientific
2017-01-20,4.08,0101,Boston Scientific
2017-01-20,5.06,0102,Boston Scientific
2017-01-20,5.64,0102,Boston Scientific
2017-01-20,187.11,0102,Boston Scientific
2017-01-20,68.09,0102,Boston Scientific
2017-01-20,633.74,0102,Fidelity National Information Services
2017-01-20,157.28,0102,Fidelity National Information Services
2017-01-20,44.6,0101,Fidelity National Information Services
2017-01-20,199.07,0102,Fidelity National Information Services
2017-01-20,58.9,0101,American Water Works
2017-01-20,317.16,0016,Newmont
2017-01-20,24.18,0016,LyondellBasell
2017-01-20,278.45,0016,LyondellBasell
2017-01-20,32.04,0101,EPAM Systems
2017-01-20,27.16,0014,Abbott
2017-01-20,171.0,0102,Linde plc
2017-01-20,105.5,0101,Linde plc
2017-01-20,31.0,0101,Linde plc
2017-01-20,191.52,0209,Netflix
2017-01-20,1202.1,0016,Netflix
2017-01-23,59.35,0102,Boston Scientific
2017-01-23,144.64,0102,Boston Scientific
2017-01-23,6.09,0102,Fidelity National Information Services
2017-01-23,37.67,0102,Fidelity National Information Services
2017-01-23,21.09,0102,Fidelity National Information Services
2017-01-23,131.64,0102,Boston Scientific
2017-01-23,105.89,0102,Fidelity National Information Services
2017-01-23,182.3,0102,Fidelity National Information Services
2017-01-23,175.21,0102,Fidelity National Information Services
2017-01-23,308.71,0102,Charter Communications
2017-01-23,337.5,0103,IBM
2017-01-23,107.0,0102,Linde plc
2017-01-23,59.0,0102,Linde plc
2017-01-23,440.1,0011,IBM
2017-01-23,293.4,0011,IBM
2017-01-23,480.08,0103,IBM
2017-01-23,722.38,0103,IBM
2017-01-23,518.3,0103,IBM
2017-01-23,191.07,0011,IBM
2017-01-24,67.5,0011,IBM
2017-01-24,108.0,0011,IBM
2017-01-24,102.95,0102,Fidelity National Information Services
2017-01-24,110.05,0102,Fidelity National Information Services
2017-01-24,12.17,0102,Fidelity National Information Services
2017-01-24,7.16,0102,Fidelity National Information Services
2017-01-24,86.96,0102,Fidelity National Information Services
2017-01-24,58.9,0102,Agilent Technologies
2017-01-24,66.91,0102,Agilent Technologies
2017-01-24,479.8,0014,Healthpeak
2017-01-24,245.86,0013,Healthpeak
2017-01-24,436.16,0014,Healthpeak
2017-01-24,360.74,0016,Kenvue
2017-01-24,36.0,0209,Kenvue
2017-01-24,145.2,0013,Kenvue
2017-01-24,544.5,0103,IBM
2017-01-24,241.31,0102,Linde plc
2017-01-24,23.44,0209,Dow Inc.
2017-01-24,13.22,0103,Robert Half
2017-01-24,20.2,0102,Charter Communications
2017-01-24,93.5,0103,IBM
2017-01-24,6.0,0103,IBM
2017-01-24,7.5,0103,IBM
2017-01-24,882.08,0013,W. W. Grainger
2017-01-25,72.98,0102,Boston Scientific
2017-01-25,21.77,0102,Boston Scientific
2017-01-25,66.78,0103,Boston Scientific
2017-01-25,113.0,0102,Linde plc
2017-01-25,26.49,0014,Vici Properties
2017-01-25,10.59,0203,Vici Properties
2017-01-25,147.0,0103,IBM
2017-01-25,72.0,0103,IBM
2017-01-25,27.24,0014,Dow Inc.
2017-01-25,124.15,0102,Ralph Lauren Corporation
2017-01-25,911.13,0103,Ralph Lauren Corporation
2017-01-25,243.0,0011,IBM
2017-01-25,218.25,0011,IBM
2017-01-25,156.6,0011,IBM
2017-01-25,20.96,0014,Yum! Brands
2017-01-25,224.1,0011,IBM
2017-01-25,317.28,0102,Fidelity National Information Services
2017-01-25,133.77,0102,Agilent Technologies
2017-01-26,25.76,0101,Boston Scientific
2017-01-26,5.5,0101,Boston Scientific
2017-01-26,12.96,0101,Boston Scientific
2017-01-26,14.8,0101,Boston Scientific
2017-01-26,0.92,0101,Boston Scientific
2017-01-26,63.4,0101,Agilent Technologies
2017-01-26,141.46,0101,Linde plc
2017-01-26,84.0,0101,Linde plc
2017-01-26,19.15,0101,American Water Works
2017-01-26,15.58,0101,American Water Works
2017-01-26,205.39,0016,Dow Inc.
2017-01-26,760.0,0101,Campbell Soup Company
2017-01-26,82.28,0101,Campbell Soup Company
2017-01-26,257.88,0016,Booking Holdings
2017-01-26,136.5,0209,Gartner
2017-01-26,225.0,0203,Gartner
2017-01-26,2002.0,0014,Gartner
2017-01-26,1025.98,0103,Best Buy
2017-01-26,531.0,0014,Vici Properties
2017-01-26,49.52,0101,Royal Caribbean Group
2017-01-26,8.24,0016,LyondellBasell
2017-01-26,78.8,0101,Nucor
2017-01-26,76.04,0101,Blackstone
2017-01-26,102.73,0103,Blackstone
2017-01-26,315.0,0011,IBM
2017-01-26,234.4,0101,CBRE Group
2017-01-26,95.04,0016,LyondellBasell
2017-01-26,249.75,0011,IBM
2017-01-26,45.0,0011,IBM
2017-01-26,85.14,0011,IBM
2017-01-26,94.21,0011,IBM
2017-01-26,740.96,0103,IBM
2017-01-26,154.35,0011,IBM
2017-01-26,243.9,0011,IBM
2017-01-26,559.26,0103,IBM
2017-01-27,151.23,0102,Boston Scientific
2017-01-27,68.73,0102,Boston Scientific
2017-01-27,228.47,0102,Fidelity National Information Services
2017-01-27,233.98,0102,Linde plc
2017-01-27,320.92,0102,Agilent Technologies
2017-01-27,17.64,0102,Agilent Technologies
2017-01-27,1.1,0102,Agilent Technologies
2017-01-27,65.0,0102,Robert Half
2017-01-27,157.67,0103,Pinnacle West
2017-01-27,495.36,0103,Goldman Sachs
2017-01-30,12.02,0102,Fidelity National Information Services
2017-01-30,114.06,0102,Fidelity National Information Services
2017-01-30,35.78,0102,Fidelity National Information Services
2017-01-30,38.17,0102,Fidelity National Information Services
2017-01-30,135.15,0102,Fidelity National Information Services
2017-01-30,42.93,0102,Fidelity National Information Services
2017-01-30,51.75,0102,Boston Scientific
2017-01-30,110.44,0102,Boston Scientific
2017-01-30,31.09,0102,Fidelity National Information Services
2017-01-30,228.26,0102,Fidelity National Information Services
2017-01-30,84.5,0102,Linde plc
2017-01-30,81.89,0101,Linde plc
2017-01-30,1259.77,0016,Dow Inc.
2017-01-30,57.22,0016,LyondellBasell
2017-01-30,91.44,0102,Johnson Controls
2017-01-30,91.44,0102,Johnson Controls
2017-01-30,83.35,0102,Western Digital
2017-01-30,203.25,0101,Robert Half
2017-01-30,58.6,0101,CBRE Group
2017-01-30,198.0,0103,CH Robinson
2017-01-30,39.5,0203,CH Robinson
2017-01-30,1720.0,0012,Expedia Group
2017-01-30,344.0,0203,Expedia Group
2017-01-30,84.0,0014,Yum! Brands
2017-01-30,306.24,0103,Qualcomm
2017-01-30,337.5,0103,IBM
2017-01-31,31.31,0102,Agilent Technologies
2017-01-31,112.45,0102,Boston Scientific
2017-01-31,25.32,0102,Boston Scientific
2017-01-31,1.91,0101,Fidelity National Information Services
2017-01-31,2.87,0102,Fidelity National Information Services
2017-01-31,106.14,0102,Fidelity National Information Services
2017-01-31,35.37,0102,Fidelity National Information Services
2017-01-31,194.04,0102,Fidelity National Information Services
2017-01-31,14.09,0102,Fidelity National Information Services
2017-01-31,31.48,0102,Fidelity National Information Services
2017-01-31,11.88,0103,CH Robinson
2017-01-31,2.37,0203,CH Robinson
2017-01-31,65.0,0102,Robert Half
2017-01-31,298.49,0102,Linde plc
2017-01-31,153.47,0102,Linde plc
2017-01-31,516.0,0302,Expedia Group
2017-02-01,103.62,0102,Fidelity National Information Services
2017-02-01,3.59,0102,Fidelity National Information Services
2017-02-01,88.63,0102,Fidelity National Information Services
2017-02-01,98.84,0102,Fidelity National Information Services
2017-02-01,168.19,0102,Fidelity National Information Services
2017-02-01,15.46,0102,Fidelity National Information Services
2017-02-01,4.7,0102,Boston Scientific
2017-02-01,38.95,0102,Boston Scientific
2017-02-01,57.1,0102,Johnson Controls
2017-02-01,1054.5,0103,IBM
2017-02-01,573.0,0103,IBM
2017-02-01,958.76,0103,Blackstone
2017-02-01,75.0,0103,IBM
2017-02-01,192.25,0102,Masco
2017-02-01,525.8,0103,IBM
2017-02-01,1158.0,0103,IBM
2017-02-01,947.25,0103,IBM
2017-02-01,181.8,0011,IBM
2017-02-01,90.0,0011,IBM
2017-02-01,342.4,0011,IBM
2017-02-02,33.26,0101,Boston Scientific
2017-02-02,24.4,0101,Boston Scientific
2017-02-02,797.4,0103,Qualcomm
2017-02-02,159.3,0203,Qualcomm
2017-02-02,312.75,0011,IBM
2017-02-02,106.85,0103,Boston Scientific
2017-02-02,71.5,0103,Boston Scientific
2017-02-02,1827.55,0103,Ralph Lauren Corporation
2017-02-02,187.0,0101,Linde plc
2017-02-02,372.89,0016,Dow Inc.
2017-02-02,80.8,0101,Campbell Soup Company
2017-02-02,127.24,0209,Kenvue
2017-02-02,223.19,0016,Kenvue
2017-02-02,260.16,0101,Robert Half
2017-02-02,113.82,0101,Robert Half
2017-02-02,64.46,0014,Vici Properties
2017-02-02,289.5,0103,IBM
2017-02-02,1408.0,0101,CBRE Group
2017-02-02,57.0,0103,IBM
2017-02-02,297.5,0103,IBM
2017-02-02,245.0,0103,IBM
2017-02-02,390.72,0103,Qualcomm
2017-02-02,77.7,0203,Qualcomm
2017-02-03,168.59,0102,Charter Communications
2017-02-03,78.48,0102,Boston Scientific
2017-02-03,1.78,0102,Fidelity National Information Services
2017-02-03,103.06,0102,Fidelity National Information Services
2017-02-03,12.87,0101,Fidelity National Information Services
2017-02-03,8.93,0102,Fidelity National Information Services
2017-02-03,15.2,0102,Fidelity National Information Services
2017-02-03,234.06,0102,Linde plc
2017-02-03,127.66,0102,Agilent Technologies
2017-02-03,27.19,0102,Agilent Technologies
2017-02-03,6.5,0102,Robert Half
2017-02-03,21.72,0102,Amgen
2017-02-03,67.21,0103,Hasbro
2017-02-03,300.0,0103,IBM
2017-02-03,1700.0,0012,Expedia Group
2017-02-03,540.0,0203,Expedia Group
2017-02-03,1358.0,0206,Expedia Group
2017-02-06,135.91,0102,Agilent Technologies
2017-02-06,26.13,0102,Boston Scientific
2017-02-06,608.4,0209,Willis Towers Watson
2017-02-06,676.0,0302,Willis Towers Watson
2017-02-06,6084.0,0013,Willis Towers Watson
2017-02-06,644.53,0102,Fidelity National Information Services
2017-02-06,417.87,0102,Fidelity National Information Services
2017-02-06,141.0,0102,Linde plc
2017-02-06,86.0,0209,Dow Inc.
2017-02-06,24.2,0014,Booking Holdings
2017-02-06,680.92,0103,Ralph Lauren Corporation
2017-02-06,366.79,0014,Healthpeak
2017-02-06,44.1,0011,IBM
2017-02-06,112.05,0011,IBM
2017-02-06,1118.79,0103,IBM
2017-02-06,516.6,0011,IBM
2017-02-07,5.06,0102,Boston Scientific
2017-02-07,16.38,0102,Boston Scientific
2017-02-07,93.61,0102,Boston Scientific
2017-02-07,4.48,0102,Fidelity National Information Services
2017-02-07,55.85,0102,Fidelity National Information Services
2017-02-07,107.97,0102,Agilent Technologies
2017-02-07,48.46,0102,Fidelity National Information Services
2017-02-07,75.49,0102,Fidelity National Information Services
2017-02-07,10.22,0102,Fidelity National Information Services
2017-02-07,139.63,0102,Agilent Technologies
2017-02-07,177.4,0102,Charter Communications
2017-02-07,117.6,0206,CBRE Group
2017-02-07,304.65,0011,IBM
2017-02-07,411.84,0103,Best Buy
2017-02-07,46.42,0014,Dow Inc.
2017-02-07,205.0,0102,Linde plc
2017-02-07,89.1,0011,IBM
2017-02-07,1168.49,0103,Ralph Lauren Corporation
2017-02-07,546.26,0102,Ralph Lauren Corporation
2017-02-07,766.82,0103,Ralph Lauren Corporation
2017-02-07,30.0,0103,Brown & Brown
2017-02-07,1015.48,0103,Blackstone
2017-02-07,291.27,0103,Hasbro
2017-02-07,23.76,0103,CH Robinson
2017-02-07,4.74,0203,CH Robinson
2017-02-07,5.99,0103,3M
2017-02-07,1.19,0203,3M
2017-02-07,29.4,0101,Qualcomm
2017-02-07,365.36,0103,IBM
2017-02-07,510.64,0103,IBM
2017-02-08,279.1,0013,Dow Inc.
2017-02-08,12.01,0209,Dow Inc.
2017-02-08,15.0,0103,IBM
2017-02-08,26.44,0103,Robert Half
2017-02-08,216.8,0103,Ralph Lauren Corporation
2017-02-08,176.0,0103,Qualcomm
2017-02-08,35.2,0203,Qualcomm
2017-02-08,212.96,0014,Healthpeak
2017-02-08,888.0,0013,W. W. Grainger
2017-02-09,29.6,0101,Boston Scientific
2017-02-09,7.77,0101,Boston Scientific
2017-02-09,0.92,0101,Boston Scientific
2017-02-09,107.32,0101,Boston Scientific
2017-02-09,67.51,0101,Agilent Technologies
2017-02-09,2194.8,0014,Vici Properties
2017-02-09,49.5,0011,IBM
2017-02-09,293.05,0016,Dow Inc.
2017-02-09,104.5,0101,Linde plc
2017-02-09,68.37,0101,Linde plc
2017-02-09,28.0,0101,Linde plc
2017-02-09,36.0,0101,Linde plc
2017-02-09,252.03,0101,Robert Half
2017-02-09,234.4,0101,CBRE Group
2017-02-09,80.44,0013,Valero Energy
2017-02-09,10.92,0101,Valero Energy
2017-02-09,113.62,0016,Visa Inc.
2017-02-09,143.89,0016,Newmont
2017-02-09,68.64,0016,LyondellBasell
2017-02-09,111.74,0016,LyondellBasell
2017-02-09,373.59,0016,Abbott
2017-02-09,714.56,0103,Ralph Lauren Corporation
2017-02-09,382.51,0101,Campbell Soup Company
2017-02-10,16.23,0102,Airbnb
2017-02-10,18.1,0102,Airbnb
2017-02-10,14.22,0102,Boston Scientific
2017-02-10,233.27,0102,Boston Scientific
2017-02-10,98.8,0102,Boston Scientific
2017-02-10,272.59,0102,Boston Scientific
2017-02-10,7.85,0102,Boston Scientific
2017-02-10,25.28,0102,Boston Scientific
2017-02-10,36.35,0102,Fidelity National Information Services
2017-02-10,99.0,0014,Medtronic
2017-02-10,353.6,0014,Visa Inc.
2017-02-10,81.0,0103,IBM
2017-02-10,45.72,0102,Johnson Controls
2017-02-10,876.34,0103,IBM
2017-02-10,1080.92,0103,Qualcomm
2017-02-10,215.94,0203,Qualcomm
2017-02-13,683.0,0103,IBM
2017-02-13,380.18,0012,Dow Inc.
2017-02-13,820.0,0012,Amazon
2017-02-13,1038.96,0103,IBM
2017-02-13,289.08,0011,IBM
2017-02-13,45.0,0011,IBM
2017-02-13,171.0,0011,IBM
2017-02-13,18.0,0011,IBM
2017-02-13,358.73,0103,Goldman Sachs
2017-02-13,256.0,0103,IBM
2017-02-13,1417.24,0103,IBM
2017-02-13,427.5,0011,IBM
2017-02-13,740.61,0103,Ralph Lauren Corporation
2017-02-14,61.62,0102,Fidelity National Information Services
2017-02-14,119.07,0102,Fidelity National Information Services
2017-02-14,17.92,0102,Fidelity National Information Services
2017-02-14,33.56,0102,Fidelity National Information Services
2017-02-14,24.36,0102,Robert Half
2017-02-14,21.72,0102,Charter Communications
2017-02-14,1416.4,0103,Blackstone
2017-02-14,320.94,0102,Linde plc
2017-02-14,474.48,0102,Linde plc
2017-02-14,285.06,0102,Linde plc
2017-02-14,215.86,0102,Linde plc
2017-02-14,15.84,0103,CH Robinson
2017-02-14,3.16,0203,CH Robinson
2017-02-14,495.0,0103,IBM
2017-02-14,22.5,0011,IBM
2017-02-15,454.14,0014,Healthpeak
2017-02-15,193.05,0013,Healthpeak
2017-02-15,531.24,0013,Healthpeak
2017-02-15,713.74,0013,Healthpeak
2017-02-15,20.25,0102,Airbnb
2017-02-15,205.11,0103,Boston Scientific
2017-02-15,146.81,0102,Boston Scientific
2017-02-15,12.56,0102,Boston Scientific
2017-02-15,48.36,0102,Agilent Technologies
2017-02-15,7.71,0102,Agilent Technologies
2017-02-15,80.11,0102,Agilent Technologies
2017-02-15,126.83,0102,Fidelity National Information Services
2017-02-15,55.74,0102,Fidelity National Information Services
2017-02-15,19.12,0102,Fidelity National Information Services
2017-02-15,107.2,0102,Fidelity National Information Services
2017-02-15,37.7,0102,Fidelity National Information Services
2017-02-15,42.51,0102,Agilent Technologies
2017-02-15,164.02,0102,Masco
2017-02-15,1143.8,0103,Ralph Lauren Corporation
2017-02-15,867.24,0103,IBM
2017-02-15,174.0,0103,IBM
2017-02-15,413.92,0103,IBM
2017-02-15,270.72,0014,Healthpeak
2017-02-16,11.67,0101,Boston Scientific
2017-02-16,11.48,0101,Boston Scientific
2017-02-16,65.12,0101,Boston Scientific
2017-02-16,5.5,0101,Boston Scientific
2017-02-16,169.06,0103,Boston Scientific
2017-02-16,65.73,0016,LyondellBasell
2017-02-16,422.76,0016,Dow Inc.
2017-02-16,37.0,0101,Linde plc
2017-02-16,35.0,0101,Linde plc
2017-02-16,109.16,0101,Linde plc
2017-02-16,61.0,0101,Linde plc
2017-02-16,9.55,0103,Hasbro
2017-02-16,58.2,0103,Hasbro
2017-02-16,260.16,0101,Robert Half
2017-02-16,528.0,0103,Qualcomm
2017-02-16,105.0,0203,Qualcomm
2017-02-16,88.0,0103,IBM
2017-02-16,445.4,0101,CBRE Group
2017-02-16,404.7,0101,CBRE Group
2017-02-16,29.3,0101,CBRE Group
2017-02-16,35.2,0101,CBRE Group
2017-02-16,603.0,0103,IBM
2017-02-16,330.0,0103,IBM
2017-02-16,205.5,0103,IBM
2017-02-17,107.58,0102,Boston Scientific
2017-02-17,126.0,0102,Boston Scientific
2017-02-17,79.67,0102,Fidelity National Information Services
2017-02-17,8.9,0102,Fidelity National Information Services
2017-02-17,32.72,0102,Fidelity National Information Services
2017-02-17,247.72,0102,Fidelity National Information Services
2017-02-17,1019.92,0103,IBM
2017-02-17,184.8,0014,Boston Properties
2017-02-17,17.92,0102,Fidelity National Information Services
2017-02-17,144.15,0102,Agilent Technologies
2017-02-17,939.6,0016,Evergy
2017-02-17,69.15,0209,Expedia Group
2017-02-17,171.6,0012,Expedia Group
2017-02-17,70.4,0103,Kraft Heinz
2017-02-17,388.02,0016,Kenvue
2017-02-17,102.1,0209,Kenvue
2017-02-17,53.24,0013,Kenvue
2017-02-17,292.23,0103,Hasbro
2017-02-17,1158.0,0103,IBM
2017-02-17,170.52,0103,IBM
2017-02-17,916.53,0103,Ralph Lauren Corporation
2017-02-20,11.98,0102,Boston Scientific
2017-02-20,2.83,0102,Boston Scientific
2017-02-20,17.22,0102,Fidelity National Information Services
2017-02-20,16.6,0102,Fidelity National Information Services
2017-02-20,7.18,0102,Fidelity National Information Services
2017-02-20,1732.36,0103,Best Buy
2017-02-20,278.85,0102,Boston Scientific
2017-02-20,316.47,0102,Fidelity National Information Services
2017-02-20,26.13,0102,Fidelity National Information Services
2017-02-20,4.41,0102,Agilent Technologies
2017-02-20,150.19,0103,Blackstone
2017-02-20,123.53,0102,Blackstone
2017-02-20,75.6,0011,IBM
2017-02-20,166.5,0011,IBM
2017-02-20,27.0,0103,IBM
2017-02-20,73.5,0103,IBM
2017-02-20,294.68,0102,Linde plc
2017-02-20,208.1,0102,Linde plc
2017-02-20,73.13,0102,Agilent Technologies
2017-02-20,90.0,0011,IBM
2017-02-20,90.0,0011,IBM
2017-02-20,557.1,0103,IBM
2017-02-20,424.8,0014,Vici Properties
2017-02-20,149.4,0011,IBM
2017-02-21,114.91,0102,Fidelity National Information Services
2017-02-21,20.04,0102,Fidelity National Information Services
2017-02-21,131.48,0102,Fidelity National Information Services
2017-02-21,7.85,0102,Boston Scientific
2017-02-21,102.0,0102,Agilent Technologies
2017-02-21,202.5,0011,IBM
2017-02-21,270.0,0102,Linde plc
2017-02-21,843.85,0103,IBM
2017-02-21,935.33,0103,IBM
2017-02-21,1122.21,0013,Healthpeak
2017-02-21,247.2,0014,Healthpeak
2017-02-21,104.4,0014,Yum! Brands
2017-02-21,180.0,0103,IBM
2017-02-21,1015.0,0103,IBM
2017-02-22,11.07,0102,Boston Scientific
2017-02-22,21.52,0102,Boston Scientific
2017-02-22,25.32,0102,Boston Scientific
2017-02-22,149.51,0102,Fidelity National Information Services
2017-02-22,12.26,0102,Fidelity National Information Services
2017-02-22,25.6,0102,Fidelity National Information Services
2017-02-22,98.7,0102,Fidelity National Information Services
